"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
622 0.260056417012587 3 42 "GO:0004879;GO:0098531" "direct ligand regulated sequence-specific DNA binding transcription factor activity" 0.670823032198554
2348 0.0819292558025499 3 7 "GO:0004887" "thyroid hormone receptor activity" 0.458956268929746
-353 0.808892675254274 2 6 "GO:0004890" "GABA-A receptor activity" 0.941701220329257
-189 0.64963386724642 4 74 "GO:0004896" "cytokine receptor activity" 0.884841486364456
746 0.640663112858677 2 5 "GO:0004904" "interferon receptor activity" 0.884111797223956
770 0.568497828656465 2 7 "GO:0004908" "interleukin-1 receptor activity" 0.851321480468084
-264 0.156006732881821 2 381 "GO:0004930" "G-protein coupled receptor activity" 0.573050083599703
-1583 0.240757981973419 2 7 "GO:0004931;GO:0035381" "extracellular ATP-gated cation channel activity" 0.663435047736425
227 0.876383246185655 3 6 "GO:0004936;GO:0004935" "adrenergic receptor activity" 0.958614108897941
-1689 0.0512307327560177 3 17 "GO:0004950;GO:0001637" "chemokine receptor activity" 0.37164025756437
-296 0.748116079860567 5 15 "GO:0004953" "icosanoid receptor activity" 0.922593541917714
-887 0.410032549741088 3 11 "GO:0004955;GO:0004954" "prostanoid receptor activity" 0.762076348908166
-2052 0.198928856215079 4 5 "GO:0004957" "prostaglandin E receptor activity" 0.626028778429801
-2042 0.16137596815429 2 6 "GO:0004969" "histamine receptor activity" 0.573390360962382
-604 0.449896666489653 4 20 "GO:0004970;GO:0005234" "extracellular-glutamate-gated ion channel activity" 0.787730031654607
-690 0.584700175383076 7 8 "GO:0004972" "N-methyl-D-aspartate selective glutamate receptor activity" 0.861560620958191
-319 0.455327780250809 2 70 "GO:0004984" "olfactory receptor activity" 0.787730031654607
-65 0.967369612619651 2 5 "GO:0004985" "opioid receptor activity" 0.991705955075491
-177 0.869599380339564 6 11 "GO:0004993" "serotonin receptor activity" 0.958614108897941
1660 0.298699303461381 2 5 "GO:0005000" "vasopressin receptor activity" 0.693067422978009
40 0.964453924987315 4 16 "GO:0005001;GO:0019198" "transmembrane receptor protein phosphatase activity" 0.991054309049219
-1730 0.0459072237961357 3 17 "GO:0005003" "ephrin receptor activity" 0.369867786591844
-332 0.819812487414485 2 6 "GO:0005004" "GPI-linked ephrin receptor activity" 0.941701220329257
-2356 0.0620267118659362 8 8 "GO:0005005" "transmembrane-ephrin receptor activity" 0.398782668107204
-1553 0.330984206945965 2 5 "GO:0005007" "fibroblast growth factor-activated receptor activity" 0.720145613596015
2861 0.0497487672447127 2 6 "GO:0005021" "vascular endothelial growth factor-activated receptor activity" 0.37164025756437
2616 0.0382785735327862 2 8 "GO:0005024" "transforming growth factor beta-activated receptor activity" 0.346633749213564
-1220 0.10166898520661 4 23 "GO:0005031;GO:0005035" "death receptor activity" 0.502401459121431
-1031 0.263821391354893 3 15 "GO:0005041;GO:0030228" "lipoprotein particle receptor activity" 0.671232559756814
-168 0.772666807979564 2 38 "GO:0005044" "scavenger receptor activity" 0.932060608330575
-1461 0.360289966334129 3 5 "GO:0005047" "signal recognition particle binding" 0.741038038012152
1040 0.0626377698565344 2 41 "GO:0005048" "signal sequence binding" 0.398782668107204
-703 0.577504960277194 2 8 "GO:0005049" "nuclear export signal receptor activity" 0.856183810328708
265 0.392833080479651 3 134 "GO:0005057" "receptor signaling protein activity" 0.755518944332739
83 0.944413139512359 2 9 "GO:0005068" "transmembrane receptor protein tyrosine kinase adaptor activity" 0.98600058760938
-55 0.916166122950213 2 47 "GO:0005070" "SH3/SH2 adaptor activity" 0.971285060428518
-1704 0.13146380846858 2 10 "GO:0005072" "transforming growth factor beta receptor, cytoplasmic mediator activity" 0.544396239545249
-1303 0.334357637593086 3 7 "GO:0005078" "MAP-kinase scaffold activity" 0.720863096058353
1044 0.061567164384602 6 41 "GO:0005080" "protein kinase C binding" 0.398782668107204
153 0.472348628558704 1 286 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.801541379710714
685 0.348043009362401 2 24 "GO:0005086" "ARF guanyl-nucleotide exchange factor activity" 0.730834274087876
2351 0.140974977451176 3 5 "GO:0005087" "Ran guanyl-nucleotide exchange factor activity" 0.552046157946947
-37 0.879437451693856 2 213 "GO:0005088" "Ras guanyl-nucleotide exchange factor activity" 0.958851535960525
-450 0.273058583855713 2 76 "GO:0005089" "Rho guanyl-nucleotide exchange factor activity" 0.675733072196169
464 0.61495261514928 2 15 "GO:0005092;GO:0005083" "small GTPase regulator activity" 0.87542746473932
228 0.811093648545566 3 14 "GO:0005095" "GTPase inhibitor activity" 0.941701220329257
-215 0.29516169202391 2 309 "GO:0005096;GO:0030695;GO:0060589" "nucleoside-triphosphatase regulator activity" 0.691568472388422
-62 0.565907767224607 2 1194 "GO:0005102" "receptor binding" 0.851321480468084
-891 0.27685709207008 2 19 "GO:0005104" "fibroblast growth factor receptor binding" 0.679173678710472
-1040 0.123614227647179 2 28 "GO:0005109" "frizzled binding" 0.533751499509673
-386 0.646841237534063 4 18 "GO:0005112" "Notch binding" 0.884111797223956
1009 0.489084701573141 3 6 "GO:0005113" "patched binding" 0.816462257233643
-1165 0.388037744233851 6 7 "GO:0005114" "type II transforming growth factor beta receptor binding" 0.752411138195449
227 0.805479617580484 6 15 "GO:0005123" "death receptor binding" 0.941701220329257
-796 0.00683127421358302 4 149 "GO:0005125" "cytokine activity" 0.187918598271523
-117 0.642053994017215 2 203 "GO:0005126" "cytokine receptor binding" 0.884111797223956
1532 0.337349057363819 5 5 "GO:0005127" "ciliary neurotrophic factor receptor binding" 0.720863096058353
-1387 0.341282190975338 2 6 "GO:0005132" "type I interferon receptor binding" 0.725990174603329
1494 0.268471294248652 2 7 "GO:0005138" "interleukin-6 receptor binding" 0.675733072196169
-2292 0.0424452902490516 2 10 "GO:0005149" "interleukin-1 receptor binding" 0.367308609987606
-497 0.478363691687725 2 26 "GO:0005154" "epidermal growth factor receptor binding" 0.802813711661253
1222 0.0610428143462712 2 30 "GO:0005158" "insulin receptor binding" 0.398782668107204
320 0.737904937954328 4 14 "GO:0005159" "insulin-like growth factor receptor binding" 0.922048796880163
601 0.25960132029407 5 45 "GO:0005160" "transforming growth factor beta receptor binding" 0.670823032198554
1203 0.192245759286177 2 15 "GO:0005161" "platelet-derived growth factor receptor binding" 0.615942187000429
-963 0.177735770363619 6 25 "GO:0005164" "tumor necrosis factor receptor binding" 0.598071934173116
-562 0.570594305160357 2 13 "GO:0005165" "neurotrophin receptor binding" 0.851321480468084
248 0.854221761637511 2 7 "GO:0005168;GO:0005167" "neurotrophin TRK receptor binding" 0.958614108897941
-1431 0.229369558098481 2 9 "GO:0005172" "vascular endothelial growth factor receptor binding" 0.647398060087487
-17 0.960996345847566 2 102 "GO:0005178" "integrin binding" 0.990288171495099
-205 0.603727975735216 3 82 "GO:0005179" "hormone activity" 0.868941810550465
-185 0.817177397798719 5 20 "GO:0005184" "neuropeptide hormone activity" 0.941701220329257
79 0.599784484003175 1 594 "GO:0005198" "structural molecule activity" 0.866133961395504
-160 0.68583636626506 2 82 "GO:0005200" "structural constituent of cytoskeleton" 0.899512281780134
-373 0.401374266884972 2 65 "GO:0005201" "extracellular matrix structural constituent" 0.757784634761343
-540 0.632448356920541 2 10 "GO:0005212" "structural constituent of eye lens" 0.882989997242383
-280 0.128924467055959 3 387 "GO:0005216;GO:0022838;GO:0015267;GO:0022803" "channel activity" 0.544396239545249
1700 0.0380337423842973 5 19 "GO:0005217" "intracellular ligand-gated ion channel activity" 0.346633749213564
2998 0.0175657804901926 6 8 "GO:0005218" "intracellular ligand-gated calcium channel activity" 0.260292929081945
91 0.946470361562743 6 7 "GO:0005222;GO:0005221;GO:0043855" "intracellular cyclic nucleotide activated cation channel activity" 0.986568626281229
-2153 0.139758071197569 2 6 "GO:0005225" "volume-sensitive anion channel activity" 0.550587688343293
-127 0.8619463216614 7 24 "GO:0005227" "calcium activated cation channel activity" 0.958614108897941
-215 0.815634455048856 4 15 "GO:0005229" "intracellular calcium activated chloride channel activity" 0.941701220329257
-261 0.606460449643471 3 50 "GO:0005231;GO:0005230" "extracellular ligand-gated ion channel activity" 0.870952011382254
282 0.737797748470636 4 18 "GO:0005242" "inward rectifier potassium channel activity" 0.922048796880163
-1543 0.221746895838564 2 8 "GO:0005243" "gap junction channel activity" 0.638317775217412
304 0.615310587446084 2 35 "GO:0005245" "voltage-gated calcium channel activity" 0.87542746473932
209 0.760976365819483 2 27 "GO:0005246" "calcium channel regulator activity" 0.927299825449196
999 0.37650816989382 3 10 "GO:0005247" "voltage-gated chloride channel activity" 0.744953329840531
-213 0.795010521412622 3 19 "GO:0005248" "voltage-gated sodium channel activity" 0.941701220329257
-453 0.273689340336712 2 75 "GO:0005249" "voltage-gated potassium channel activity" 0.675733072196169
-775 0.243222357994034 3 29 "GO:0005251" "delayed rectifier potassium channel activity" 0.665998225540419
252 0.532511981538295 2 79 "GO:0005253;GO:0005254;GO:0015108" "anion channel activity" 0.839656135339706
-159 0.42831190709668 2 323 "GO:0005261;GO:0022836" "gated channel activity" 0.772780066753869
319 0.345863759577341 5 112 "GO:0005262;GO:0015085" "calcium ion transmembrane transporter activity" 0.729783725710118
-500 0.11194736236752 5 130 "GO:0005267;GO:0015079" "potassium ion transmembrane transporter activity" 0.51949950365568
-319 0.602814265648929 5 34 "GO:0005272" "sodium channel activity" 0.868941810550465
-169 0.86489597651661 2 13 "GO:0005283;GO:0005416" "cation:amino acid symporter activity" 0.958614108897941
411 0.565584180000876 4 25 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 0.851321480468084
-251 0.824093303176976 7 10 "GO:0005313;GO:0015172" "acidic amino acid transmembrane transporter activity" 0.944303749861842
334 0.81865666873077 2 6 "GO:0005315" "inorganic phosphate transmembrane transporter activity" 0.941701220329257
562 0.118637460707814 2 99 "GO:0005319" "lipid transporter activity" 0.527895844046774
-1152 0.470647489268342 4 5 "GO:0005324" "long-chain fatty acid transporter activity" 0.801541379710714
-1410 0.094048638731783 3 18 "GO:0005328;GO:0005326" "neurotransmitter transporter activity" 0.49055769962498
-745 0.435235332022752 3 14 "GO:0005337" "nucleoside transmembrane transporter activity" 0.778068501812104
-975 0.211077725614716 5 21 "GO:0005343" "organic acid:sodium symporter activity" 0.630400220852609
-1763 0.101713178840535 2 11 "GO:0005344" "oxygen transporter activity" 0.502401459121431
-277 0.86218708754611 6 5 "GO:0005345" "purine nucleobase transmembrane transporter activity" 0.958614108897941
1983 0.031589887921615 4 15 "GO:0005351;GO:0005402" "cation:sugar symporter activity" 0.326930268649095
558 0.702017561206546 2 6 "GO:0005375" "copper ion transmembrane transporter activity" 0.906367227537957
1630 0.149094482584371 2 10 "GO:0005381" "iron ion transmembrane transporter activity" 0.560490015088765
2396 0.133504831482022 2 5 "GO:0005384" "manganese ion transmembrane transporter activity" 0.544396239545249
1099 0.158666222225279 2 21 "GO:0005385" "zinc ion transmembrane transporter activity" 0.573173678917031
756 0.525221502740569 9 9 "GO:0005388" "calcium-transporting ATPase activity" 0.838713049926489
174 0.87749880952806 3 10 "GO:0005391;GO:0008556" "potassium-transporting ATPase activity" 0.958614108897941
-373 0.740971346404978 5 10 "GO:0005452" "inorganic anion exchanger activity" 0.922048796880163
717 0.216699258769635 2 38 "GO:0005484" "SNAP receptor activity" 0.63216993381935
685 0.415662793825711 2 18 "GO:0005487" "nucleocytoplasmic transporter activity" 0.766575481070004
-430 0.285932481008199 2 79 "GO:0005496" "steroid binding" 0.68236275797198
-619 0.698228289206309 2 5 "GO:0005499" "vitamin D binding" 0.903867811237025
-1204 0.091970856014546 4 25 "GO:0005501;GO:0019840" "isoprenoid binding" 0.483588694528097
1107 0.107537287475892 2 27 "GO:0005504" "fatty acid binding" 0.514057595211134
-603 0.0493590615779279 2 137 "GO:0005506" "iron ion binding" 0.37164025756437
-831 0.0969790777046194 2 51 "GO:0005507" "copper ion binding" 0.491224338797304
-170 0.254893981982246 2 600 "GO:0005509" "calcium ion binding" 0.670823032198554
323 0.244849703836969 2 168 "GO:0005516" "calmodulin binding" 0.665998225540419
-295 0.519626492518907 2 61 "GO:0005518" "collagen binding" 0.836534501536611
231 0.732231693731007 2 28 "GO:0005520" "insulin-like growth factor binding" 0.922048796880163
-110 0.905442594672781 3 15 "GO:0005521" "lamin binding" 0.965982474449264
-44 0.97060707217783 2 9 "GO:0005522" "profilin binding" 0.992301602613523
1005 0.32977002366451 2 12 "GO:0005523" "tropomyosin binding" 0.720145613596015
108 0.285554674534316 4 1415 "GO:0005524;GO:0032559;GO:0030554" "adenyl nucleotide binding" 0.68236275797198
379 0.0453078688729815 4 366 "GO:0005525;GO:0032561;GO:0019001" "guanyl nucleotide binding" 0.369259131314799
813 0.321289779486446 4 19 "GO:0005528;GO:0005527" "FK506 binding" 0.716927050687904
1181 0.272863926092141 2 11 "GO:0005536" "glucose binding" 0.675733072196169
-894 0.316691789716291 2 16 "GO:0005537" "mannose binding" 0.716235946083252
225 0.783721694172735 3 19 "GO:0005540" "hyaluronic acid binding" 0.936730604217458
-2390 0.0447234943809465 2 9 "GO:0005542" "folic acid binding" 0.369259131314799
351 0.0847790986569089 3 316 "GO:0005543" "phospholipid binding" 0.465853817983303
142 0.806548122101449 2 38 "GO:0005544" "calcium-dependent phospholipid binding" 0.941701220329257
-975 0.234193244926949 2 19 "GO:0005545" "1-phosphatidylinositol binding" 0.65114710316576
92 0.859313286268429 2 47 "GO:0005546" "phosphatidylinositol-4,5-bisphosphate binding" 0.958614108897941
493 0.435280771391029 2 32 "GO:0005547" "phosphatidylinositol-3,4,5-trisphosphate binding" 0.778068501812104
1174 0.0260169896507777 4 46 "GO:0005548" "phospholipid transporter activity" 0.302969162359052
501 0.691589474887058 2 8 "GO:0005549" "odorant binding" 0.90363995516305
-160 0.697034162701621 2 76 "GO:0008013" "beta-catenin binding" 0.903867811237025
-152 0.558535200307185 2 192 "GO:0008017" "microtubule binding" 0.851321480468084
-175 0.904450700359783 2 6 "GO:0008020" "G-protein coupled photoreceptor activity" 0.965982474449264
54 0.845174051730503 2 166 "GO:0008022" "protein C-terminus binding" 0.957033271000306
366 0.317067307236114 5 96 "GO:0008026;GO:0070035" "ATP-dependent helicase activity" 0.716235946083252
-289 0.627276062201628 4 36 "GO:0008028" "monocarboxylic acid transmembrane transporter activity" 0.879535467861207
-333 0.81954572518525 2 6 "GO:0008035" "high-density lipoprotein particle binding" 0.941701220329257
-4154 0.0043807663947256 2 6 "GO:0008046" "axon guidance receptor activity" 0.142812984468055
-145 0.403795538809981 2 435 "GO:0008047" "enzyme activator activity" 0.757784634761343
567 0.697400383005307 2 6 "GO:0008061" "chitin binding" 0.903867811237025
-827 0.247450449208365 4 25 "GO:0008066" "glutamate receptor activity" 0.66792147547022
118 0.736955597909092 2 105 "GO:0008080;GO:0016407;GO:0016410" "N-acyltransferase activity" 0.922048796880163
-865 0.025957119162731 3 85 "GO:0008081" "phosphoric diester hydrolase activity" 0.302969162359052
-970 0.0020539782087089 4 130 "GO:0008083" "growth factor activity" 0.103014907082939
381 0.00424946080612834 3 766 "GO:0008092" "cytoskeletal protein binding" 0.142812984468055
-381 0.679240507988432 4 15 "GO:0008093" "cytoskeletal adaptor activity" 0.898565987231928
-718 0.078426541366833 2 77 "GO:0008094" "DNA-dependent ATPase activity" 0.450520748644715
754 0.636723615425821 2 5 "GO:0008097" "5S rRNA binding" 0.883837530940361
317 0.73106990426976 2 15 "GO:0008106" "alcohol dehydrogenase (NADP+) activity" 0.922048796880163
1135 0.340200159076877 3 9 "GO:0008121;GO:0016681;GO:0016679" "oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor" 0.724870927183411
1461 0.316168768492305 2 6 "GO:0008131" "primary amine oxidase activity" 0.716235946083252
55 0.743354135808024 3 462 "GO:0008134" "transcription factor binding" 0.922048796880163
69 0.858775606663498 2 85 "GO:0008135" "translation factor activity, nucleic acid binding" 0.958614108897941
591 0.201110002535569 4 60 "GO:0008137;GO:0050136;GO:0003954;GO:0016655" "oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor" 0.626028778429801
1047 0.0674802229573672 2 39 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 0.411187900637415
1279 0.0860124456997576 4 23 "GO:0008139" "nuclear localization sequence binding" 0.465853817983303
377 0.780130231568956 3 7 "GO:0008140" "cAMP response element binding protein binding" 0.936194530850489
1381 0.387205514629794 2 5 "GO:0008142" "oxysterol binding" 0.752411138195449
245 0.819809787621486 2 11 "GO:0008143" "poly(A) binding" 0.941701220329257
-10 0.977843220366854 2 92 "GO:0008144" "drug binding" 0.992301602613523
711 0.126801096786474 2 59 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 0.542126656424794
-474 0.584766265616961 2 17 "GO:0008157" "protein phosphatase 1 binding" 0.861560620958191
-476 0.0562374863471251 2 209 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 0.384710633472508
1256 0.13568157810752 2 18 "GO:0008171" "O-methyltransferase activity" 0.544396239545249
461 0.751893147110462 3 6 "GO:0008172" "S-methyltransferase activity" 0.924455909047489
-342 0.498507012842426 3 50 "GO:0008173" "RNA methyltransferase activity" 0.822093220201955
-55 0.972564246255069 2 5 "GO:0008174" "mRNA methyltransferase activity" 0.992301602613523
-740 0.310544445018124 4 24 "GO:0008175" "tRNA methyltransferase activity" 0.710839412748339
39 0.97518510561535 4 8 "GO:0008179" "adenylate cyclase binding" 0.992301602613523
-857 0.272015106313269 2 21 "GO:0008188" "neuropeptide receptor activity" 0.675733072196169
743 0.532494604427875 2 9 "GO:0008190" "eukaryotic initiation factor 4E binding" 0.839656135339706
-436 0.648167851339035 3 14 "GO:0008191;GO:0048551;GO:0010576" "metalloendopeptidase inhibitor activity" 0.884111797223956
1008 0.00247927834742586 2 116 "GO:0008194" "UDP-glycosyltransferase activity" 0.119739961668271
-2161 0.0447569653398591 2 11 "GO:0008195" "phosphatidate phosphatase activity" 0.369259131314799
-859 0.270855340974751 3 21 "GO:0008198" "ferrous iron binding" 0.675733072196169
-2958 0.0424844011949867 2 6 "GO:0008199" "ferric iron binding" 0.367308609987606
-968 0.114558806791921 2 34 "GO:0008200;GO:0016248" "channel inhibitor activity" 0.527746080914463
-427 0.0808702816131734 2 217 "GO:0008201;GO:0005539;GO:1901681" "sulfur compound binding" 0.45651449014536
-718 0.305872083016306 5 26 "GO:0008227" "G-protein coupled amine receptor activity" 0.70345184524385
889 0.00288523889819815 2 145 "GO:0008234" "cysteine-type peptidase activity" 0.126309091220705
-32 0.949544923039369 2 51 "GO:0008235" "metalloexopeptidase activity" 0.987769373082129
48 0.865247677550068 2 164 "GO:0008237" "metallopeptidase activity" 0.958614108897941
86 0.815812933464177 2 94 "GO:0008238" "exopeptidase activity" 0.941701220329257
1142 0.288899067273608 3 11 "GO:0008239" "dipeptidyl-peptidase activity" 0.683775649220444
1225 0.216176685147818 3 13 "GO:0008242" "omega peptidase activity" 0.63216993381935
98 0.921612434382547 2 13 "GO:0008252;GO:0008253" "nucleotidase activity" 0.974964363445546
-389 0.653418390587001 2 17 "GO:0008266;GO:0008187" "poly-pyrimidine tract binding" 0.886636400963007
-182 0.0882261211460971 2 1246 "GO:0008270;GO:0046914" "transition metal ion binding" 0.471503532682421
-545 0.142806741225538 2 93 "GO:0008276;GO:0008170" "N-methyltransferase activity" 0.552581574356384
148 0.336448405684143 2 561 "GO:0008289" "lipid binding" 0.720863096058353
-1128 0.371535722552578 3 8 "GO:0008296" "3'-5'-exodeoxyribonuclease activity" 0.744953329840531
1717 0.238868485334016 3 6 "GO:0008297" "single-stranded DNA exodeoxyribonuclease activity" 0.659924798465163
-1889 0.0248474655849257 2 18 "GO:0008301" "DNA binding, bending" 0.302969162359052
1313 0.0255070573864817 2 37 "GO:0008307" "structural constituent of muscle" 0.302969162359052
1390 0.131934524891506 5 15 "GO:0008308" "voltage-gated anion channel activity" 0.544396239545249
-561 0.656754913910239 5 8 "GO:0008312" "7S RNA binding" 0.889312988306284
201 0.88184637865815 4 7 "GO:0008318" "protein prenyltransferase activity" 0.960674751687742
1630 0.0529790037702532 2 18 "GO:0008320;GO:0022884" "macromolecule transmembrane transporter activity" 0.379741638390625
240 0.120141304285664 5 558 "GO:0008324;GO:0022890" "cation transmembrane transporter activity" 0.527895844046774
964 0.252247279304755 2 18 "GO:0008327" "methyl-CpG binding" 0.670823032198554
-314 0.760962865451436 2 12 "GO:0008329;GO:0038187" "signaling pattern recognition receptor activity" 0.927299825449196
299 0.791320992564793 6 10 "GO:0008331" "high voltage-gated calcium channel activity" 0.940640450596618
2159 0.0156447798897712 3 16 "GO:0008353" "RNA polymerase II carboxy-terminal domain kinase activity" 0.251861641682243
-709 0.41293690562593 2 17 "GO:0008373" "sialyltransferase activity" 0.763770233281812
1419 0.00924981893816824 3 43 "GO:0008374" "O-acyltransferase activity" 0.20796144647192
792 0.137579199187375 3 45 "GO:0008375" "acetylglucosaminyltransferase activity" 0.546961206525418
210 0.735592012536586 3 33 "GO:0008376" "acetylgalactosaminyltransferase activity" 0.922048796880163
1383 0.0371357980123303 3 29 "GO:0008378;GO:0035250" "galactosyltransferase activity" 0.345081490709061
-125 0.937683579488526 2 5 "GO:0008379" "thioredoxin peroxidase activity" 0.981331771792165
-803 0.435952062863798 2 12 "GO:0008392;GO:0008391" "arachidonic acid epoxygenase activity" 0.778068501812104
-706 0.313823070833001 3 26 "GO:0008395" "steroid hydroxylase activity" 0.715218057377342
637 0.182978083760779 6 56 "GO:0008408;GO:0016796" "3'-5' exonuclease activity" 0.607710545730235
-1078 0.295892659902276 2 12 "GO:0008409" "5'-3' exonuclease activity" 0.691568472388422
-589 0.620843979702552 3 9 "GO:0008417" "fucosyltransferase activity" 0.878070010338533
923 0.526712986099457 2 6 "GO:0008420" "CTD phosphatase activity" 0.838713049926489
4205 0.00183672096130745 2 7 "GO:0008429" "phosphatidylethanolamine binding" 0.0958033653417966
1213 0.405250813295346 2 6 "GO:0008430" "selenium binding" 0.757784634761343
83 0.950897167800366 3 7 "GO:0008432" "JUN kinase binding" 0.988023830128827
823 0.444656198966774 2 11 "GO:0008440;GO:0051766" "inositol trisphosphate kinase activity" 0.787730031654607
-333 0.805147115334889 3 7 "GO:0008443" "phosphofructokinase activity" 0.941701220329257
2928 0.0667454656552401 4 5 "GO:0008467" "[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity" 0.410547581200156
-2052 0.128546151768851 2 7 "GO:0008469;GO:0035242" "histone-arginine N-methyltransferase activity" 0.544396239545249
2348 0.107272737777973 2 6 "GO:0008479" "queuine tRNA-ribosyltransferase activity" 0.514057595211134
-458 0.586183648231276 3 18 "GO:0008483;GO:0016769" "transferase activity, transferring nitrogenous groups" 0.861560620958191
60 0.946284563823593 4 16 "GO:0008484" "sulfuric ester hydrolase activity" 0.986568626281229
576 0.692963210772638 4 6 "GO:0008494" "translation activator activity" 0.903867811237025
2606 0.00852721928988009 2 13 "GO:0008499;GO:0048531" "beta-1,3-galactosyltransferase activity" 0.201038456263356
540 0.668757161029348 2 8 "GO:0008504" "monoamine transmembrane transporter activity" 0.893503420063801
-373 0.797921634908896 5 6 "GO:0008508" "bile acid:sodium symporter activity" 0.941701220329257
304 0.183325814409738 3 249 "GO:0008509" "anion transmembrane transporter activity" 0.607710545730235
322 0.259720080343251 2 158 "GO:0008514" "organic anion transmembrane transporter activity" 0.670823032198554
1904 0.233278289496232 2 5 "GO:0008517" "folic acid transporter activity" 0.65114710316576
-552 0.705243410809725 7 6 "GO:0008519" "ammonium transmembrane transporter activity" 0.9070398908461
2514 0.115480136981628 5 5 "GO:0008526" "phosphatidylinositol transporter activity" 0.527746080914463
-565 0.502075934284271 5 18 "GO:0008527;GO:0033038" "taste receptor activity" 0.825607841496456
-225 0.563158503382027 2 85 "GO:0008528;GO:0001653" "peptide receptor activity" 0.851321480468084
62 0.926002539309341 2 29 "GO:0008536" "Ran GTPase binding" 0.97803060176351
49 0.973037392745372 3 6 "GO:0008553" "hydrogen-exporting ATPase activity, phosphorylative mechanism" 0.992301602613523
-2424 0.0963893421123712 6 6 "GO:0008559;GO:0042910" "xenobiotic transporter activity" 0.491224338797304
481 0.188339626518936 2 96 "GO:0008565" "protein transporter activity" 0.612013835639984
-315 0.802789538518142 5 8 "GO:0008568" "microtubule-severing ATPase activity" 0.941701220329257
-1342 0.121448430378859 2 17 "GO:0008574" "plus-end-directed microtubule motor activity" 0.527895844046774
-1771 0.136780814072569 2 9 "GO:0008599" "protein phosphatase type 1 regulator activity" 0.545450096485107
963 0.21670242363286 4 21 "GO:0008601" "protein phosphatase type 2A regulator activity" 0.63216993381935
1867 0.166636746831209 2 7 "GO:0008603" "cAMP-dependent protein kinase regulator activity" 0.582558492943422
-533 0.637122146536763 2 10 "GO:0008641" "small protein activating enzyme activity" 0.883837530940361
645 0.499350229670577 2 14 "GO:0008649" "rRNA methyltransferase activity" 0.822162499356607
370 0.642951502070826 3 20 "GO:0008656;GO:0016505" "peptidase activator activity involved in apoptotic process" 0.884111797223956
-425 0.170355942798474 3 134 "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 0.590808908003218
34 0.9774223485869 2 9 "GO:0008821;GO:0016889" "endodeoxyribonuclease activity, producing 3'-phosphomonoesters" 0.992301602613523
-33 0.97925405711469 4 8 "GO:0008889" "glycerophosphodiester phosphodiesterase activity" 0.992960568022983
-1146 0.395974726835908 2 7 "GO:0008970" "phosphatidylcholine 1-acylhydrolase activity" 0.757784634761343
-2656 0.0684371281698327 3 6 "GO:0009008" "DNA-methyltransferase activity" 0.412961762981265
783 0.0208023043936595 1 112 "GO:0009055" "electron carrier activity" 0.278459213678242
-260 0.82746612360788 3 9 "GO:0009881" "photoreceptor activity" 0.944847482648577
1462 0.278772774776649 2 7 "GO:0009922" "fatty acid elongase activity" 0.680748498705525
1518 0.179026770718562 2 10 "GO:0009931;GO:0010857" "calcium-dependent protein kinase activity" 0.599960225383216
1 0.998749644925965 2 20 "GO:0009975;GO:0016849" "phosphorus-oxygen lyase activity" 0.99951614503719
-482 0.626340465682556 2 13 "GO:0009982" "pseudouridine synthase activity" 0.879535467861207
135 0.891434544807258 4 13 "GO:0010181" "FMN binding" 0.961506281226457
752 0.485133136352392 3 11 "GO:0010314" "phosphatidylinositol-5-phosphate binding" 0.812084223111064
-227 0.799273379955409 6 16 "GO:0010485" "H4 histone acetyltransferase activity" 0.941701220329257
262 0.846212125216176 3 7 "GO:0010521" "telomerase inhibitor activity" 0.957033271000306
-3513 0.0159713656920061 2 6 "GO:0010997" "anaphase-promoting complex binding" 0.253773210467225
865 0.332766682270951 3 16 "GO:0015020" "glucuronosyltransferase activity" 0.720801639152321
-543 0.447514241975896 2 25 "GO:0015026" "coreceptor activity" 0.787730031654607
1653 0.0144033540717787 2 28 "GO:0015036;GO:0015035" "disulfide oxidoreductase activity" 0.248938284710381
3405 0.0116520568363301 2 7 "GO:0015037" "peptide disulfide oxidoreductase activity" 0.22344532521433
3961 0.0131308984800214 3 5 "GO:0015038" "glutathione disulfide oxidoreductase activity" 0.241164670675323
-899 0.573523339825135 2 5 "GO:0015057" "thrombin receptor activity" 0.853737939648375
138 0.270690922073503 2 878 "GO:0015075;GO:0022891;GO:0022857" "transmembrane transporter activity" 0.675733072196169
-26 0.89869933334028 2 306 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 0.964368326938748
896 0.0111853723870217 4 103 "GO:0015078" "hydrogen ion transmembrane transporter activity" 0.220995842313277
-439 0.18982056536136 2 115 "GO:0015081" "sodium ion transmembrane transporter activity" 0.612013835639984
1211 0.406058121892684 2 6 "GO:0015093" "ferrous iron transmembrane transporter activity" 0.757784634761343
