,log2FoldChange
ENSG00000180259,NA
ENSG00000180263,0.0304368632636456
ENSG00000180264,NA
ENSG00000180269,NA
ENSG00000180279,-0.235879060490038
ENSG00000180284,0.00824780399922345
ENSG00000180287,0.498127041117207
ENSG00000180304,-0.228940517034575
ENSG00000180305,NA
ENSG00000180316,0.574502234539795
ENSG00000180318,NA
ENSG00000180329,-0.0605648046501569
ENSG00000180332,0.0989285884689033
ENSG00000180336,-0.452772399847645
ENSG00000180340,0.15019357402665
ENSG00000180344,NA
ENSG00000180346,0.117773124789169
ENSG00000180347,0.0125741391062598
ENSG00000180353,0.106022453557712
ENSG00000180354,0.434392242598222
ENSG00000180357,0.0293056925991534
ENSG00000180370,0.0950767774987389
ENSG00000180376,-0.051733571459942
ENSG00000180383,-0.0246919163448523
ENSG00000180385,-0.183572580471733
ENSG00000180386,NA
ENSG00000180389,-0.245724717253176
ENSG00000180398,0.0406058855322812
ENSG00000180409,NA
ENSG00000180422,0.633051150653391
ENSG00000180423,0.0572195382201769
ENSG00000180424,NA
ENSG00000180425,-0.141643049361457
ENSG00000180432,0.52095013899145
ENSG00000180433,NA
ENSG00000180437,NA
ENSG00000180438,NA
ENSG00000180440,NA
ENSG00000180447,0.204013488290268
ENSG00000180448,0.0569585724047159
ENSG00000180458,-0.283559744259841
ENSG00000180475,0.125321597278098
ENSG00000180479,-0.411369390650815
ENSG00000180481,-0.432510736714719
ENSG00000180483,NA
ENSG00000180488,0.459260911945296
ENSG00000180509,0.357479772512773
ENSG00000180525,0.825343838077788
ENSG00000180530,-0.0597905633091564
ENSG00000180532,0.0614517152430602
ENSG00000180535,0.0741272446873749
ENSG00000180537,0.308923732176793
ENSG00000180539,-0.19307359417246
ENSG00000180543,-0.0766677010810909
ENSG00000180549,NA
ENSG00000180573,-0.286218473325126
ENSG00000180574,-0.240502249650135
ENSG00000180581,-0.160975301622946
ENSG00000180592,-0.0514238315404308
ENSG00000180596,-0.321176670625281
ENSG00000180610,-0.0491271115608629
ENSG00000180611,0.517278816753464
ENSG00000180613,0.166461004770169
ENSG00000180616,0.0129032659210628
ENSG00000180626,-0.27158014443841
ENSG00000180628,0.397789612568493
ENSG00000180636,NA
ENSG00000180638,-0.059874803699863
ENSG00000180644,-0.0239661480509412
ENSG00000180658,-0.087283713210189
ENSG00000180660,0.0881119763144482
ENSG00000180662,0.0411875243432992
ENSG00000180663,NA
ENSG00000180667,0.42636118900478
ENSG00000180672,1.11514994875008
ENSG00000180673,0.0243422309316854
ENSG00000180694,0.63562330211404
ENSG00000180697,0.0411875243432992
ENSG00000180708,NA
ENSG00000180712,-0.100648043151565
ENSG00000180714,NA
ENSG00000180720,-0.0345772520241815
ENSG00000180723,NA
ENSG00000180725,NA
ENSG00000180730,0.0741272446873749
ENSG00000180739,-0.0640901548107126
ENSG00000180745,-0.0950631283224632
ENSG00000180747,0.0407122156300826
ENSG00000180758,-0.00489295019840117
ENSG00000180764,0.408308771402414
ENSG00000180767,NA
ENSG00000180769,-0.249264690056125
ENSG00000180770,0.0720412614351485
ENSG00000180771,0.390419442518167
ENSG00000180772,NA
ENSG00000180773,0.317399522170015
ENSG00000180776,-0.249942071784227
ENSG00000180777,-0.347711240544675
ENSG00000180785,NA
ENSG00000180787,0.00705451861961357
ENSG00000180801,0.280520894470384
ENSG00000180803,NA
ENSG00000180806,0.173734977916696
ENSG00000180815,-0.394233985846199
ENSG00000180817,-0.314725372014071
ENSG00000180818,-0.0246919163448523
ENSG00000180822,0.124906239599371
ENSG00000180828,0.0411875243432992
ENSG00000180834,-0.147773084629937
ENSG00000180846,-0.0443632183687715
ENSG00000180855,-0.266299886736121
ENSG00000180861,0.00824780399922352
ENSG00000180867,-0.0825940238294458
ENSG00000180869,-0.0246919163448523
ENSG00000180871,-0.0970114998800526
ENSG00000180872,NA
ENSG00000180875,-0.464181116127386
ENSG00000180878,-0.232486301277526
ENSG00000180879,-0.00303384327129244
ENSG00000180881,-0.617102582263905
ENSG00000180884,-0.266028274655812
ENSG00000180891,0.542367251255471
ENSG00000180900,-0.05179778568282
ENSG00000180901,0.114799314631627
ENSG00000180902,-0.08410422402465
ENSG00000180909,-0.0246919163448523
ENSG00000180910,NA
ENSG00000180913,NA
ENSG00000180914,0.658444524561004
ENSG00000180917,-0.0720130670079299
ENSG00000180919,-0.0246919163448523
ENSG00000180921,0.226473208263691
ENSG00000180926,NA
ENSG00000180929,-0.0600661465488846
ENSG00000180934,NA
ENSG00000180938,-0.703690878798156
ENSG00000180953,-0.137766628792134
ENSG00000180957,0.327669499346072
ENSG00000180964,-0.0830147339392674
ENSG00000180974,NA
ENSG00000180979,0.125673338690353
ENSG00000180987,0.0053723906736474
ENSG00000180988,0.0741272446873749
ENSG00000180992,-0.422056957802602
ENSG00000180998,-0.389790353529381
ENSG00000180999,0.00824780399922349
ENSG00000181001,NA
ENSG00000181004,0.43970381375575
ENSG00000181007,-0.179638570826101
ENSG00000181009,NA
ENSG00000181013,0.0411875243432992
ENSG00000181016,-0.179650521827915
ENSG00000181017,-0.0576316366889279
ENSG00000181019,-0.6607689814222
ENSG00000181023,NA
ENSG00000181026,-0.121358459211241
ENSG00000181027,0.628724076615011
ENSG00000181029,0.0536858389047527
ENSG00000181031,0.257155518876595
ENSG00000181035,-0.11007552662522
ENSG00000181036,0.37096223780118
ENSG00000181038,0.228974999584454
ENSG00000181039,0.0785697538059966
ENSG00000181045,-0.344499084752702
ENSG00000181061,1.17794929184064
ENSG00000181072,-0.648573517511433
ENSG00000181074,-0.171265602405991
ENSG00000181085,-0.159083394250066
ENSG00000181090,-0.139036369898701
ENSG00000181092,NA
ENSG00000181097,0.272553514379857
ENSG00000181101,0.0607957664711529
ENSG00000181104,0.233133148829465
ENSG00000181109,-0.163801265073923
ENSG00000181123,NA
ENSG00000181126,0.448341890653572
ENSG00000181135,0.0673476773385472
ENSG00000181143,0.0411875243432992
ENSG00000181163,-0.121407306870667
ENSG00000181171,-0.0246919163448523
ENSG00000181191,-0.164707839760813
ENSG00000181192,0.729860935615147
ENSG00000181195,0.105250517663717
ENSG00000181201,-0.057631636688928
ENSG00000181211,NA
ENSG00000181214,NA
ENSG00000181215,NA
ENSG00000181218,-0.412727905477113
ENSG00000181220,0.159616068112916
ENSG00000181222,0.0958259502372015
ENSG00000181227,0.0432499662896798
ENSG00000181234,NA
ENSG00000181240,-0.345561019006347
ENSG00000181260,-0.0949835900253783
ENSG00000181264,0.0861716982825066
ENSG00000181273,NA
ENSG00000181274,0.175023219512047
ENSG00000181282,NA
ENSG00000181284,0.101308065461202
ENSG00000181291,-0.0378163844260398
ENSG00000181296,NA
ENSG00000181315,-0.145736093391495
ENSG00000181322,0.64962997834957
ENSG00000181323,NA
ENSG00000181325,NA
ENSG00000181333,-0.0961228294648201
ENSG00000181350,-0.786182540633907
ENSG00000181355,NA
ENSG00000181358,NA
ENSG00000181359,-0.187002669424383
ENSG00000181371,NA
ENSG00000181374,0.0668964478315691
ENSG00000181378,0.0411875243432992
ENSG00000181381,0.47187610169492
ENSG00000181392,0.322036112978054
ENSG00000181395,NA
ENSG00000181396,-0.173894011852005
ENSG00000181404,-0.101563920338864
ENSG00000181408,NA
ENSG00000181409,-0.568687744465258
ENSG00000181418,-0.104052851310534
ENSG00000181433,NA
ENSG00000181444,-0.532514560905247
ENSG00000181449,-0.0378140213827623
ENSG00000181450,-0.0658124709019568
ENSG00000181458,0.102260614282327
ENSG00000181464,NA
ENSG00000181467,-1.24337341812721
ENSG00000181472,-0.566088570187484
ENSG00000181481,0.445391464074853
ENSG00000181495,NA
ENSG00000181499,-0.0246919163448522
ENSG00000181511,0.101927886914272
ENSG00000181513,0.0484892267399924
ENSG00000181514,NA
ENSG00000181518,NA
ENSG00000181523,-0.191680264581719
ENSG00000181524,0.0524533589948201
ENSG00000181541,0.10954738981525
ENSG00000181544,0.344826481347441
ENSG00000181552,NA
ENSG00000181555,-0.0519378300913499
ENSG00000181562,NA
ENSG00000181577,-0.0246919163448522
ENSG00000181585,-0.38352543389049
ENSG00000181588,-0.357610168688214
ENSG00000181609,NA
ENSG00000181610,0.261293123924326
ENSG00000181616,-0.127537429016263
ENSG00000181617,NA
ENSG00000181619,0.229466140103827
ENSG00000181625,-0.177466598318394
ENSG00000181626,0.0741272446873749
ENSG00000181631,NA
ENSG00000181634,-1.82365432677273
ENSG00000181638,-0.10289100842958
ENSG00000181649,0.473517819545251
ENSG00000181652,0.0465204569463189
ENSG00000181656,-0.243407567500382
ENSG00000181666,-0.205150347568897
ENSG00000181689,NA
ENSG00000181690,0.127830093788818
ENSG00000181693,NA
ENSG00000181698,NA
ENSG00000181704,0.151695802624986
ENSG00000181705,NA
ENSG00000181718,NA
ENSG00000181722,-0.437645500290266
ENSG00000181733,NA
ENSG00000181741,0.210250021457065
ENSG00000181744,0.0618601851265028
ENSG00000181751,0.320166978161097
ENSG00000181752,NA
ENSG00000181754,-0.0882562206269872
ENSG00000181761,NA
ENSG00000181767,NA
ENSG00000181773,-0.320064585760053
ENSG00000181778,0.247672227765598
ENSG00000181780,NA
ENSG00000181781,0.00824780399922346
ENSG00000181785,NA
ENSG00000181786,NA
ENSG00000181788,0.232988917217455
ENSG00000181789,0.0960297077265213
ENSG00000181790,-0.447110019319426
ENSG00000181791,NA
ENSG00000181798,-0.525840221612088
ENSG00000181800,0.785645701041774
ENSG00000181803,NA
ENSG00000181804,0.485475739835359
ENSG00000181817,-0.146632429453973
ENSG00000181819,0.600112838949859
ENSG00000181826,0.9208565867159
ENSG00000181827,-0.544530612782062
ENSG00000181830,0.602035581448567
ENSG00000181837,NA
ENSG00000181847,0.0411875243432992
ENSG00000181852,0.434081925838679
ENSG00000181856,0.408311525198958
ENSG00000181867,NA
ENSG00000181873,0.0479455559828878
ENSG00000181885,0.497231646082623
ENSG00000181894,-0.25130197166479
ENSG00000181896,0.241901453589291
ENSG00000181903,NA
ENSG00000181904,0.30194901631295
ENSG00000181908,NA
ENSG00000181915,-0.0405064164846226
ENSG00000181924,0.0401817518938055
ENSG00000181927,NA
ENSG00000181929,0.0324996872303434
ENSG00000181935,NA
ENSG00000181938,-0.000562458810661874
ENSG00000181939,NA
ENSG00000181943,NA
ENSG00000181950,NA
ENSG00000181958,NA
ENSG00000181961,NA
ENSG00000181963,NA
ENSG00000181965,NA
ENSG00000181977,NA
ENSG00000181982,-0.174729671036653
ENSG00000181984,-0.513302274275236
ENSG00000181991,0.0936898040120972
ENSG00000181995,NA
ENSG00000181997,0.0411875243432992
ENSG00000182000,-0.0246919163448522
ENSG00000182004,0.107699016489039
ENSG00000182010,-1.71550438781377
ENSG00000182013,-0.0580239598597191
ENSG00000182021,0.038305631217652
ENSG00000182022,0.264161527898328
ENSG00000182035,NA
ENSG00000182040,-0.0246919163448523
ENSG00000182048,-0.0246919163448523
ENSG00000182050,0.0267731321078326
ENSG00000182053,0.10890430480468
ENSG00000182054,0.561999231472449
ENSG00000182057,-0.312731576201274
ENSG00000182070,NA
ENSG00000182077,NA
ENSG00000182083,NA
ENSG00000182087,0.185197753866441
ENSG00000182093,0.259555961638193
ENSG00000182095,0.159803887553956
ENSG00000182103,0.283278886237663
ENSG00000182107,0.65236061414107
ENSG00000182108,-0.044339846253106
ENSG00000182109,-0.204322699408617
ENSG00000182111,0.00824780399922346
ENSG00000182117,0.11789466099077
ENSG00000182118,0.396733356838785
ENSG00000182132,NA
ENSG00000182134,-0.226069417726355
ENSG00000182141,0.0514435376588593
ENSG00000182149,0.0258627386525553
ENSG00000182150,-0.0295443369789862
ENSG00000182154,0.506938906368109
ENSG00000182156,0.0411875243432992
ENSG00000182158,0.520423234400023
ENSG00000182162,NA
ENSG00000182165,-0.0234984307834354
ENSG00000182168,-0.31099673291832
ENSG00000182170,NA
ENSG00000182173,-0.00656342227954223
ENSG00000182175,0.394923647861345
ENSG00000182177,0.00824780399922346
ENSG00000182179,-0.419743662746018
ENSG00000182180,0.00167679157561303
ENSG00000182183,-0.0202142148254588
ENSG00000182185,-0.502477822533019
ENSG00000182187,NA
ENSG00000182195,-0.254416052363059
ENSG00000182196,-0.123779166431875
ENSG00000182197,-0.823843282261558
ENSG00000182199,-0.688321346022131
ENSG00000182208,0.134554013885288
ENSG00000182217,-0.509738088706735
ENSG00000182218,-0.0427297979450061
ENSG00000182220,0.0931170778849932
ENSG00000182223,NA
ENSG00000182224,-0.0969147760240806
ENSG00000182230,0.608061742952211
ENSG00000182240,0.0917748369151067
ENSG00000182242,0.0411875243432992
ENSG00000182247,-0.0634254863583493
ENSG00000182253,0.0252758032407745
ENSG00000182255,-0.057631636688928
ENSG00000182256,NA
ENSG00000182257,-0.231555933866124
ENSG00000182261,0.797619531496698
ENSG00000182263,-0.503547054467694
ENSG00000182264,0.0411875243432992
ENSG00000182271,NA
ENSG00000182272,-0.753335810876879
ENSG00000182287,0.341421112414266
ENSG00000182307,0.106498990187572
ENSG00000182308,-0.192643539843392
ENSG00000182310,-0.355559892390831
ENSG00000182315,0.186921647063361
ENSG00000182318,-0.243592125595938
ENSG00000182319,-0.0400568212621567
ENSG00000182324,0.117795840428257
ENSG00000182325,0.371019000738957
ENSG00000182326,0.100604090644175
ENSG00000182327,-0.578652380104842
ENSG00000182329,-0.959180446376514
ENSG00000182330,0.309526025294829
ENSG00000182333,-0.0246919163448523
ENSG00000182334,NA
ENSG00000182346,NA
ENSG00000182347,0.336967939756842
ENSG00000182348,NA
ENSG00000182351,NA
ENSG00000182352,0.0411875243432992
ENSG00000182359,0.208285900143598
ENSG00000182362,0.0843185766495683
ENSG00000182365,NA
ENSG00000182366,-0.0571783933395087
ENSG00000182368,-0.0549744743317736
ENSG00000182372,-0.280168228046444
ENSG00000182376,0.0149463913721425
ENSG00000182378,-0.0942153202229714
ENSG00000182379,-0.973652478685095
ENSG00000182383,0.00241989559178306
ENSG00000182389,-0.52190611858748
ENSG00000182393,NA
ENSG00000182397,-0.684445172836957
ENSG00000182400,0.0949473822477465
ENSG00000182404,0.0720412614351485
ENSG00000182405,-0.125992248457701
ENSG00000182415,NA
ENSG00000182446,0.24722962519749
ENSG00000182447,NA
ENSG00000182450,0.00824780399922348
ENSG00000182459,0.0129564838587559
ENSG00000182463,-0.0739014685533454
ENSG00000182472,-0.0307039121882053
ENSG00000182473,-0.382883336303676
ENSG00000182477,0.0741272446873749
ENSG00000182481,-0.214714229107429
ENSG00000182484,0.0706517391959111
ENSG00000182487,0.314989676233633
ENSG00000182489,-0.258020912239894
ENSG00000182492,-0.372421987622061
ENSG00000182500,-0.189078510590476
ENSG00000182502,0.399201830278264
ENSG00000182504,-0.135427151027116
ENSG00000182508,-0.639246035588183
ENSG00000182511,-0.226150609684718
ENSG00000182512,0.0486708579877214
ENSG00000182518,-0.0964986778280255
ENSG00000182521,0.0698685312101795
ENSG00000182531,NA
ENSG00000182533,0.0411875243432992
ENSG00000182534,0.178936901254412
ENSG00000182541,0.101768339583729
ENSG00000182544,0.16559735572182
ENSG00000182545,0.0890762348551101
ENSG00000182551,0.52959791108608
ENSG00000182552,1.07355689304894
ENSG00000182557,0.0411875243432992
ENSG00000182565,NA
ENSG00000182566,NA
ENSG00000182568,-0.353714223451601
ENSG00000182572,0.0411875243432992
ENSG00000182574,-0.185973919283567
ENSG00000182575,0.971249251620801
ENSG00000182578,0.220528025391797
ENSG00000182580,-1.26057588243025
ENSG00000182583,0.0411875243432992
ENSG00000182584,0.471135089839505
ENSG00000182585,0.257391411942572
ENSG00000182586,0.0355873017437774
ENSG00000182591,NA
ENSG00000182600,-0.0741876029055688
ENSG00000182601,NA
ENSG00000182606,-0.0137519586646291
ENSG00000182611,-0.114145035789335
ENSG00000182612,-0.252070892340194
ENSG00000182613,NA
ENSG00000182621,-0.713214106964918
ENSG00000182625,-0.091412931928314
ENSG00000182628,-0.327468345310042
ENSG00000182631,-0.0246919163448522
ENSG00000182632,-0.0859571384958619
ENSG00000182634,NA
ENSG00000182636,-0.15026783492314
ENSG00000182645,NA
ENSG00000182646,0.0631326338961412
ENSG00000182648,-0.0117028674221903
ENSG00000182652,NA
ENSG00000182667,-0.589331601044031
ENSG00000182670,-0.529228534322913
ENSG00000182674,-0.889691590463802
ENSG00000182676,0.286613064867664
ENSG00000182685,0.751672911871015
ENSG00000182687,-0.132999535773725
ENSG00000182698,NA
ENSG00000182700,0.281736126256161
ENSG00000182704,0.878802039960447
ENSG00000182707,NA
ENSG00000182712,NA
ENSG00000182718,0.654252855227378
ENSG00000182722,0.108303856374463
ENSG00000182732,-1.31539949215041
ENSG00000182742,0.174037271040315
ENSG00000182747,0.0411875243432992
ENSG00000182749,0.139483777050528
ENSG00000182752,0.299460183565876
ENSG00000182759,0.292142350915962
ENSG00000182768,-0.220383593299823
ENSG00000182771,-0.0741711460065683
ENSG00000182774,0.0957131057060392
ENSG00000182776,0.0411875243432992
ENSG00000182782,0.0330347400632416
ENSG00000182783,NA
ENSG00000182791,-0.181922424913033
ENSG00000182793,NA
ENSG00000182795,0.109290608907994
ENSG00000182796,0.396619428623992
ENSG00000182798,-0.197128333012059
ENSG00000182809,0.639863124555247
ENSG00000182810,0.133218593736031
ENSG00000182814,0.102256998959572
ENSG00000182816,NA
ENSG00000182824,NA
ENSG00000182827,0.100669025604612
ENSG00000182831,0.0702347440958354
ENSG00000182836,1.49698566587188
ENSG00000182841,-0.0751736353665344
ENSG00000182851,NA
ENSG00000182853,0.0715254236594322
ENSG00000182854,0.0411875243432992
ENSG00000182858,-0.0818763211669451
ENSG00000182866,-0.0374595420558398
ENSG00000182870,0.0135380619691718
ENSG00000182871,0.36231178070481
ENSG00000182872,-0.03174288393257
ENSG00000182873,-0.18291788267265
ENSG00000182885,NA
ENSG00000182888,NA
ENSG00000182890,0.345698761761557
ENSG00000182896,0.121132127848429
ENSG00000182898,NA
ENSG00000182899,-0.0172558349735234
ENSG00000182901,-0.181442315563101
ENSG00000182902,0.452612026815671
ENSG00000182903,-0.0209743491310008
ENSG00000182909,0.121315670507127
ENSG00000182912,0.0715570831955758
ENSG00000182916,-0.51480001091752
ENSG00000182919,-0.001078872611394
ENSG00000182921,-0.0246919163448523
ENSG00000182923,0.0631409239374157
ENSG00000182931,-0.323515593972442
ENSG00000182934,0.0380861475615317
ENSG00000182938,NA
ENSG00000182944,0.214928527962157
ENSG00000182950,-0.687001904166497
ENSG00000182952,0.282140802217369
ENSG00000182957,-0.502584636482046
ENSG00000182963,-0.301151657183818
ENSG00000182965,0.0411875243432992
ENSG00000182968,NA
ENSG00000182973,-0.0164871432797905
ENSG00000182974,NA
ENSG00000182979,0.0476009534748004
ENSG00000182983,-0.117430413947933
ENSG00000182985,-0.941700262468398
ENSG00000182986,-0.199201986036926
ENSG00000182993,-0.130165657539129
ENSG00000183010,-0.633637333896964
ENSG00000183011,0.111661333588138
ENSG00000183016,0.00824780399922348
ENSG00000183018,-0.584734942049538
ENSG00000183019,NA
ENSG00000183020,0.0146480101971158
ENSG00000183022,0.0555944219251979
ENSG00000183023,-0.730274108267171
ENSG00000183024,NA
ENSG00000183032,0.167309131798169
ENSG00000183034,NA
ENSG00000183035,NA
ENSG00000183036,NA
ENSG00000183038,0.0411875243432992
ENSG00000183044,1.14010120322391
ENSG00000183048,0.0407293820064751
ENSG00000183049,-0.74627930309011
ENSG00000183054,-0.20781722642345
ENSG00000183055,0.156024180494061
ENSG00000183060,0.08817269657417
ENSG00000183066,-0.32430462427751
ENSG00000183067,NA
ENSG00000183072,NA
ENSG00000183077,0.30833164526711
ENSG00000183086,0.260330748056401
ENSG00000183087,0.245949951093007
ENSG00000183090,-0.00230449971838373
ENSG00000183091,-0.115123168297003
ENSG00000183092,-1.25089345874441
ENSG00000183098,0.0373023240068165
ENSG00000183103,NA
ENSG00000183111,-0.53035742684857
ENSG00000183114,-0.0378140213827623
ENSG00000183117,-0.159306554874589
ENSG00000183122,NA
ENSG00000183128,0.0741272446873749
ENSG00000183130,NA
ENSG00000183134,0.312168122585731
ENSG00000183137,-0.248950716957614
ENSG00000183145,-0.057631636688928
ENSG00000183146,NA
ENSG00000183148,-0.407021006329073
ENSG00000183150,0.0502612381990211
ENSG00000183153,-0.170971258016947
ENSG00000183154,0.893067630506186
ENSG00000183155,0.205992967196363
ENSG00000183160,-1.14506194865605
ENSG00000183161,-0.151993795648392
ENSG00000183166,NA
ENSG00000183169,0.73279616673741
ENSG00000183171,0.263718378371675
ENSG00000183172,-0.00239542401832848
ENSG00000183185,NA
ENSG00000183186,0.00268386438547282
ENSG00000183196,-0.13893346849185
ENSG00000183199,-0.214761815191368
ENSG00000183206,NA
ENSG00000183207,0.195854056909091
ENSG00000183208,-0.0947712141761564
ENSG00000183214,NA
ENSG00000183230,-0.0460996453451173
ENSG00000183239,0.00824780399922345
ENSG00000183242,-0.0246919163448523
ENSG00000183246,-0.112920444440552
ENSG00000183248,-0.137560473976459
ENSG00000183249,NA
ENSG00000183250,-0.0527552491914579
ENSG00000183251,-0.0246919163448522
ENSG00000183255,0.321554276825784
ENSG00000183258,0.0160550383635012
ENSG00000183260,-0.101862974878831
ENSG00000183269,NA
ENSG00000183273,0.0411875243432992
ENSG00000183281,0.205862245201879
ENSG00000183283,0.0797531961010949
ENSG00000183287,0.586372522572443
ENSG00000183291,0.391073828441167
ENSG00000183292,-0.0246919163448523
ENSG00000183298,-0.0461673209077739
ENSG00000183303,NA
ENSG00000183304,NA
ENSG00000183305,NA
ENSG00000183307,-0.0102348844813596
ENSG00000183308,NA
ENSG00000183309,-0.176665232711636
ENSG00000183310,NA
ENSG00000183311,NA
ENSG00000183313,NA
ENSG00000183317,0.144489791839361
ENSG00000183318,NA
ENSG00000183323,-0.130745262004277
ENSG00000183324,NA
ENSG00000183336,NA
ENSG00000183337,-0.0815651657033609
ENSG00000183340,-0.142198880415397
ENSG00000183346,-0.502071736536296
ENSG00000183347,-0.0236896072258224
ENSG00000183354,-0.164414063209048
ENSG00000183378,0.294150435270188
ENSG00000183379,0.0626583848327028
ENSG00000183385,NA
ENSG00000183386,0.168440532418129
ENSG00000183389,NA
ENSG00000183395,-0.488201503727815
ENSG00000183396,0.113759997959913
ENSG00000183397,0.376953181932271
ENSG00000183401,-0.328597762416068
ENSG00000183405,0.0175534431763456
ENSG00000183421,-0.0246919163448523
ENSG00000183423,-0.0943941442123247
ENSG00000183426,0.252105893160305
ENSG00000183431,0.165525974024406
ENSG00000183432,NA
ENSG00000183434,NA
ENSG00000183439,0.302361116764319
ENSG00000183444,-0.277897574416085
ENSG00000183454,-1.47951930974729
ENSG00000183458,0.283511349401344
ENSG00000183461,NA
ENSG00000183463,NA
ENSG00000183470,NA
ENSG00000183473,-0.324062566908371
ENSG00000183474,0.0661301457596873
ENSG00000183475,0.0787616044671966
ENSG00000183476,-0.524827731623456
ENSG00000183479,-0.282994542432955
ENSG00000183484,-0.641185532580939
ENSG00000183486,0.0494396285947669
ENSG00000183495,-0.153056436556758
ENSG00000183496,-1.30611622990896
ENSG00000183504,0.0411875243432992
ENSG00000183506,-0.0982485791300026
ENSG00000183508,-2.08396599863964
ENSG00000183513,-0.056630123673592
ENSG00000183514,NA
ENSG00000183520,0.039807553475334
ENSG00000183527,-0.0523791853197478
ENSG00000183530,0.254636533958131
ENSG00000183531,NA
ENSG00000183535,0.19793657471371
ENSG00000183542,NA
ENSG00000183549,-0.0246919163448522
ENSG00000183558,0.335835916696149
ENSG00000183559,NA
ENSG00000183560,0.00824780399922345
ENSG00000183562,0.117283796211501
ENSG00000183566,NA
ENSG00000183569,-0.0647716496091783
ENSG00000183570,0.72036220491736
ENSG00000183571,-0.0246919163448523
ENSG00000183574,NA
ENSG00000183576,0.215781276981272
ENSG00000183578,0.348946366515048
ENSG00000183579,0.303129002140107
ENSG00000183580,0.505493021050998
ENSG00000183586,-0.0898037496552436
ENSG00000183597,-0.00410342142204692
ENSG00000183598,0.230516585494347
ENSG00000183604,0.0134267819698924
ENSG00000183605,0.0636557820907246
ENSG00000183607,NA
ENSG00000183615,-0.137794713190855
ENSG00000183617,0.109721247497927
ENSG00000183621,0.678131764025602
ENSG00000183624,0.158092650635907
ENSG00000183625,-0.605247810463821
ENSG00000183628,0.451881227108795
ENSG00000183629,-0.422030687638376
ENSG00000183631,NA
ENSG00000183632,-0.221619987931221
ENSG00000183638,-0.0576316366889279
ENSG00000183640,NA
ENSG00000183643,NA
ENSG00000183644,0.790817411861162
ENSG00000183647,-0.100243402966955
ENSG00000183648,-0.0797868289336949
ENSG00000183653,NA
ENSG00000183654,0.0411875243432992
ENSG00000183655,0.611394819525824
ENSG00000183657,-0.132947965210457
ENSG00000183662,0.119706320473788
ENSG00000183663,NA
ENSG00000183665,-0.0277105110377765
ENSG00000183666,-0.431930835990922
ENSG00000183668,-0.0822811530073403
ENSG00000183671,0.414864818830438
ENSG00000183674,NA
ENSG00000183675,-0.911884670756572
ENSG00000183678,NA
ENSG00000183682,-0.22379036525222
ENSG00000183684,0.0710287596443313
ENSG00000183688,0.71799808629595
ENSG00000183690,0.459875035876908
ENSG00000183691,1.0372340396621
ENSG00000183695,NA
ENSG00000183696,-0.811134771066494
ENSG00000183704,NA
ENSG00000183706,NA
ENSG00000183709,NA
ENSG00000183715,-0.193684383405927
ENSG00000183718,0.229062795573435
ENSG00000183722,0.683630372628717
ENSG00000183723,0.767459482315376
ENSG00000183726,0.673456642935345
ENSG00000183729,0.0411875243432992
ENSG00000183733,NA
ENSG00000183734,-0.0246919163448523
ENSG00000183735,0.0343427089860909
ENSG00000183741,-0.0555470937526049
ENSG00000183742,-0.39428538096966
ENSG00000183747,NA
ENSG00000183748,0.534419755378114
ENSG00000183751,0.077905639105568
ENSG00000183753,NA
ENSG00000183760,0.0536680842160764
ENSG00000183762,-0.25054733106858
ENSG00000183763,-0.661392201414835
ENSG00000183765,-0.338475068859512
ENSG00000183770,-0.0995058676643045
ENSG00000183773,0.265888859599606
ENSG00000183775,-0.791808616865549
ENSG00000183778,-0.0898037496552436
ENSG00000183779,0.442113589805612
ENSG00000183780,0.0870351897130171
ENSG00000183783,-0.0246919163448523
ENSG00000183784,-0.117907332938968
ENSG00000183785,0.00748550572228429
ENSG00000183791,0.204994589217623
ENSG00000183793,0.265939476763228
ENSG00000183795,NA
ENSG00000183798,-0.0301939897384738
ENSG00000183801,-0.912211143014768
ENSG00000183807,0.409031198735784
ENSG00000183808,0.0598934384546052
ENSG00000183813,0.0411875243432992
ENSG00000183814,-0.558112964857237
ENSG00000183822,NA
ENSG00000183826,0.206493306314006
ENSG00000183828,-0.425910951364434
ENSG00000183831,-0.931580264970755
ENSG00000183833,0.0027511050239979
ENSG00000183837,-0.74873992234985
ENSG00000183840,0.346922684235324
ENSG00000183844,NA
ENSG00000183850,-0.263183016719167
ENSG00000183853,-0.168659233317129
ENSG00000183856,-0.261678794676288
ENSG00000183862,NA
ENSG00000183864,0.319609195020617
ENSG00000183873,0.431297947204863
ENSG00000183876,-1.25805166038062
ENSG00000183878,-0.0458849450472688
ENSG00000183888,0.0411875243432992
ENSG00000183889,0.257418691785333
ENSG00000183891,0.501204223743225
ENSG00000183900,NA
ENSG00000183908,NA
ENSG00000183909,NA
ENSG00000183911,0.110339543640868
ENSG00000183914,0.0593827103562912
ENSG00000183918,0.13874633822313
ENSG00000183921,-0.0391693307193809
ENSG00000183929,0.263378095708133
ENSG00000183935,-0.40409119220096
ENSG00000183938,NA
ENSG00000183941,-0.509738088706735
ENSG00000183943,-0.130737690274604
ENSG00000183955,-0.280727817212948
ENSG00000183960,-0.212013028960063
ENSG00000183963,-0.871086399279819
ENSG00000183971,-0.162021146340626
ENSG00000183977,-0.131279574039922
ENSG00000183978,0.0828887423047651
ENSG00000183979,NA
ENSG00000183981,NA
ENSG00000184005,0.349590523996896
